14 0 45306
14 0 32107
14 0 -12912
14 0 -52294
14 0 -79385
14 0 -80321
14 0 -35125
14 0 18603
14 0 68957
14 0 96363
14 0 81082
14 0 36486
14 0 -17909
14 0 -61474
15 0 -79385
15 0 -61490
15 0 -25323
15 0 11276
15 0 34676
15 0 40131
15 0 26017
15 0 8697
15 0 -2856
15 0 -5971
15 0 -514
15 0 4369
15 0 3843
15 0 -5282
15 0 -13739
15 0 -18224
16 0 -15759
16 0 -7192
16 0 6830
16 0 13499
16 0 14086
16 0 9598
16 0 1708
16 0 -2244
16 0 -2480
16 0 -244
16 0 1588
16 0 859
16 0 -2367
16 0 -6260
16 0 -8253
16 0 -6256
17 0 -1728
17 0 3240
17 0 6430
17 0 6589
17 0 3886
17 0 806
17 0 -1035
17 0 -1182
17 0 74
17 0 924
17 0 461
17 0 -1792
17 0 -3566
17 0 -4175
17 0 -3125
17 0 0
18 0 2276
18 0 3387
18 0 3041
18 0 1354
18 0 0
18 0 -554
18 0 -270
18 0 355
18 0 521
18 0 0
18 0 -984
18 0 -1849
18 0 -1947
18 0 -1163
18 0 0
18 0 974
19 0 1442
19 0 1050
19 0 431
19 0 0
19 0 -39
19 0 260
19 0 499
19 0 419
19 0 0
19 0 -700
19 0 -987
19 0 -885
19 0 -477
19 0 138
19 0 378
19 0 330
20 0 126
20 0 -22
20 0 44
20 0 268
20 0 485
20 0 473
20 0 231
20 0 -117
20 0 -393
20 0 -469
20 0 -311
20 0 -96
20 0 22
20 0 -14
20 0 -150
20 0 -220
21 0 -139
21 0 84
21 0 393
21 0 486
21 0 392
21 0 165
21 0 -141
21 0 -237
21 0 -190
21 0 -71
21 0 3
21 0 -46
21 0 -176
21 0 -288
21 0 -287
21 0 -75
22 0 152
22 0 325
22 0 364
22 0 226
22 0 51
22 0 -74
22 0 -97
22 0 -37
22 0 27
22 0 20
22 0 -65
22 0 -199
22 0 -246
22 0 -191
22 0 -54
22 0 100
23 0 220
23 0 198
23 0 112
23 0 20
23 0 -30
23 0 -2
23 0 44
23 0 62
23 0 0
23 0 -84
23 0 -155
23 0 -168
23 0 -94
23 0 0
23 0 75
23 0 99
24 0 76
24 0 24
24 0 0
24 0 10
24 0 44
24 0 65
24 0 48
24 0 0
24 0 -57
24 0 -98
24 0 -84
24 0 -42
24 0 0
24 0 27
24 0 18
24 0 -3
25 0 -14
25 0 8
25 0 39
25 0 63
25 0 66
25 0 41
25 0 -15
25 0 -49
25 0 -63
25 0 -51
25 0 -18
25 0 6
25 0 20
25 0 19
25 0 11
25 0 3
26 0 -2
26 0 -2
26 0 -2
26 0 0
26 0 -1
26 0 0
26 0 2
26 0 1
26 0 2
26 0 0
26 0 -1
26 0 0
26 0 -2
26 0 -2
26 0 -2
26 0 0
27 0 2
27 0 1
27 0 1
27 0 0
27 0 0
27 0 0
27 0 -2
27 0 0
27 0 -1
27 0 0
27 0 0
27 0 0
27 0 1
27 0 0
27 0 -2
27 0 -2
28 0 -3
28 0 -1
28 0 -1
28 0 0
28 0 0
28 0 0
28 0 0
28 0 0
28 0 -1
28 0 -2
28 0 -2
28 0 0
28 0 0
28 0 0
28 0 1
28 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
29 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
30 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
31 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
32 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
33 0 0
